ID;ID_PROVA;NOME;DATA
932;932;NULL;0000-00-00
933;933;NULL;0000-00-00
934;934;NULL;0000-00-00
935;935;NULL;0000-00-00
936;936;NULL;0000-00-00
937;937;NULL;0000-00-00
938;938;NULL;0000-00-00
939;939;NULL;0000-00-00
940;940;NULL;0000-00-00
941;941;NULL;0000-00-00
942;942;NULL;0000-00-00
943;943;NULL;0000-00-00
944;944;NULL;0000-00-00
945;945;NULL;0000-00-00
946;946;NULL;0000-00-00
947;947;NULL;0000-00-00
948;948;NULL;0000-00-00
949;949;NULL;0000-00-00
950;950;NULL;0000-00-00
951;951;NULL;0000-00-00
952;952;NULL;0000-00-00
953;953;NULL;0000-00-00
954;954;NULL;0000-00-00
955;955;NULL;0000-00-00
956;956;NULL;0000-00-00
957;957;NULL;0000-00-00
958;958;NULL;0000-00-00
959;959;NULL;0000-00-00
960;960;NULL;0000-00-00
961;961;NULL;0000-00-00
962;962;NULL;0000-00-00
963;963;NULL;0000-00-00
964;964;NULL;0000-00-00
965;965;NULL;0000-00-00
966;966;NULL;0000-00-00
967;967;NULL;0000-00-00
968;968;NULL;0000-00-00
969;969;NULL;0000-00-00
970;970;NULL;0000-00-00
971;971;NULL;0000-00-00
972;972;NULL;0000-00-00
973;973;NULL;0000-00-00
974;974;NULL;0000-00-00
975;975;NULL;0000-00-00
976;976;NULL;0000-00-00
977;977;NULL;0000-00-00
978;978;NULL;0000-00-00
979;979;NULL;0000-00-00
980;980;NULL;0000-00-00
981;981;NULL;0000-00-00
982;982;NULL;0000-00-00
983;983;NULL;0000-00-00
984;984;NULL;0000-00-00
985;985;NULL;0000-00-00
986;986;NULL;0000-00-00
987;987;NULL;0000-00-00
988;988;NULL;0000-00-00
989;989;NULL;0000-00-00
990;990;NULL;0000-00-00
991;991;NULL;0000-00-00
992;992;NULL;0000-00-00
993;993;NULL;0000-00-00
994;994;NULL;0000-00-00
995;995;NULL;0000-00-00
996;996;NULL;0000-00-00
997;997;NULL;0000-00-00
998;998;NULL;0000-00-00
999;999;NULL;0000-00-00
1000;1000;NULL;0000-00-00
1001;1001;NULL;0000-00-00
1002;1002;NULL;0000-00-00
1003;1003;NULL;0000-00-00
1004;1004;NULL;0000-00-00
1005;1005;NULL;0000-00-00
1006;1006;NULL;0000-00-00
1007;1007;NULL;0000-00-00
1008;1008;NULL;0000-00-00
1009;1009;NULL;0000-00-00
1010;1010;NULL;0000-00-00
1011;1011;NULL;0000-00-00
1012;1012;NULL;0000-00-00
1013;1013;NULL;0000-00-00
1014;1014;NULL;0000-00-00
1015;1015;NULL;0000-00-00
1016;1016;NULL;0000-00-00
1017;1017;NULL;0000-00-00
1018;1018;NULL;0000-00-00
1019;1019;NULL;0000-00-00
1020;1020;NULL;0000-00-00
1021;1021;NULL;0000-00-00
1022;1022;NULL;0000-00-00
1023;1023;NULL;0000-00-00
1024;1024;NULL;0000-00-00
1025;1025;NULL;0000-00-00
1026;1026;NULL;0000-00-00
1027;1027;NULL;0000-00-00
1028;1028;NULL;0000-00-00
1029;1029;NULL;0000-00-00
1030;1030;NULL;0000-00-00
1031;1031;NULL;0000-00-00
1032;1032;NULL;0000-00-00
1033;1033;NULL;0000-00-00
1034;1034;NULL;0000-00-00
1035;1035;NULL;0000-00-00
1036;1036;NULL;0000-00-00
1037;1037;NULL;0000-00-00
1038;1038;NULL;0000-00-00
1039;1039;NULL;0000-00-00
1040;1040;NULL;0000-00-00
1041;1041;NULL;0000-00-00
1042;1042;NULL;0000-00-00
1043;1043;NULL;0000-00-00
1044;1044;NULL;0000-00-00
1045;1045;NULL;0000-00-00
1046;1046;NULL;0000-00-00
1047;1047;NULL;0000-00-00
1048;1048;NULL;0000-00-00
1049;1049;NULL;0000-00-00
1050;1050;NULL;0000-00-00
1051;1051;NULL;0000-00-00
1052;1052;NULL;0000-00-00
1053;1053;NULL;0000-00-00
1054;1054;NULL;0000-00-00
1055;1055;NULL;0000-00-00
1056;1056;NULL;0000-00-00
1057;1057;NULL;0000-00-00
1058;1058;NULL;0000-00-00
1059;1059;NULL;0000-00-00
1060;1060;NULL;0000-00-00
1061;1061;NULL;0000-00-00
1062;1062;NULL;0000-00-00
1063;1063;NULL;0000-00-00
1064;1064;NULL;0000-00-00
1065;1065;NULL;0000-00-00
1066;1066;NULL;0000-00-00
1067;1067;NULL;0000-00-00
1068;1068;NULL;0000-00-00
1069;1069;NULL;0000-00-00
1070;1070;NULL;0000-00-00
1071;1071;NULL;0000-00-00
1072;1072;NULL;0000-00-00
1073;1073;NULL;0000-00-00
1074;1074;NULL;0000-00-00
1075;1075;NULL;0000-00-00
1076;1076;NULL;0000-00-00
1077;1077;NULL;0000-00-00
1078;1078;NULL;0000-00-00
1079;1079;NULL;0000-00-00
1080;1080;NULL;0000-00-00
1081;1081;NULL;0000-00-00
1082;1082;NULL;0000-00-00
1083;1083;NULL;0000-00-00
1084;1084;NULL;0000-00-00
1085;1085;NULL;0000-00-00
1086;1086;NULL;0000-00-00
1087;1087;NULL;0000-00-00
1088;1088;NULL;0000-00-00
1089;1089;NULL;0000-00-00
1090;1090;NULL;0000-00-00
1091;1091;NULL;0000-00-00
1092;1092;NULL;0000-00-00
1093;1093;NULL;0000-00-00
1094;1094;NULL;0000-00-00
1095;1095;NULL;0000-00-00
1096;1096;NULL;0000-00-00
1097;1097;NULL;0000-00-00
1098;1098;NULL;0000-00-00
1099;1099;NULL;0000-00-00
1100;1100;NULL;0000-00-00
1101;1101;NULL;0000-00-00
1102;1102;NULL;0000-00-00
1103;1103;NULL;0000-00-00
1104;1104;NULL;0000-00-00
1105;1105;NULL;0000-00-00
1106;1106;NULL;0000-00-00
1107;1107;NULL;0000-00-00
1108;1108;NULL;0000-00-00
1109;1109;NULL;0000-00-00
1110;1110;NULL;0000-00-00
1111;1111;NULL;0000-00-00
1112;1112;NULL;0000-00-00
1113;1113;NULL;0000-00-00
1114;1114;NULL;0000-00-00
1115;1115;NULL;0000-00-00
1116;1116;NULL;0000-00-00
1117;1117;NULL;0000-00-00
1118;1118;NULL;0000-00-00
1119;1119;NULL;0000-00-00
1120;1120;NULL;0000-00-00
1121;1121;NULL;0000-00-00
1122;1122;NULL;0000-00-00
1123;1123;NULL;0000-00-00
1124;1124;NULL;0000-00-00
1125;1125;NULL;0000-00-00
1126;1126;NULL;0000-00-00
1127;1127;NULL;0000-00-00
1128;1128;NULL;0000-00-00
1129;1129;NULL;0000-00-00
1130;1130;NULL;0000-00-00
1131;1131;NULL;0000-00-00
1132;1132;NULL;0000-00-00
1133;1133;NULL;0000-00-00
1134;1134;NULL;0000-00-00
1135;1135;NULL;0000-00-00
1136;1136;NULL;0000-00-00
1137;1137;NULL;0000-00-00
1138;1138;NULL;0000-00-00
1139;1139;NULL;0000-00-00
1140;1140;NULL;0000-00-00
